Amount;Creation date;Closing date;Pipeline;Status;Customer;Country;Product;Sales person;Probability;Source;Expected amount;Color
13,473.708;08-12-2012 12:44:23;12-17-2012 12:44:23;STANDBY;SHORT LISTED;Company 4;Poland;PRODUCT 6;Jerri Preble;24.769;Reference;333,730.63;RED
14,689.816;08-24-2012 08:38:23;12-03-2012 08:38:23;STANDBY;WIN;Company 2;Spain;PRODUCT 5;Jamie Gilbeau;60.84;Personal contact;893,732.65;YELLOW
9,395.111;08-09-2012 22:23:23;12-06-2012 22:23:23;ADVANCED;CONTACTED;Company 6;India;PRODUCT 10;Darryl Innes;82.186;Personal contact;772,151.164;GREEN
9,328.045;08-20-2012 22:02:23;11-19-2012 22:02:23;ADVANCED;STANDBY;Company 2;Saudi Arabia;PRODUCT 3;Darryl Innes;27.71;Website;258,483.665;GREY
14,018.879;08-06-2012 00:41:23;11-30-2012 00:41:23;ADVANCED;VERBAL COMMITMENT;Company 5;Switzerland;PRODUCT 4;Kathrine Janas;1.862;Website;26,096.197;RED
14,775.875;08-07-2012 06:39:23;12-06-2012 06:39:23;ADVANCED;LOST;Company 4;Indonesia;PRODUCT 1;Nita Marling;78.394;Partner;1,158,335.621;GREEN
14,464.631;08-03-2012 15:38:23;11-20-2012 15:38:23;EARLY;CONTACTED;Company 9;Norway;PRODUCT 1;Darryl Innes;93.484;Reference;1,352,215.905;GREEN
10,936.037;08-04-2012 20:49:23;11-15-2012 20:49:23;EARLY;STANDBY;Company 5;India;PRODUCT 6;Roxie Foraker;0.48;Personal contact;5,253.927;RED
12,708.328;08-09-2012 14:46:23;11-13-2012 14:46:23;ADVANCED;DEMO;Company 9;Russia;PRODUCT 11;Roxie Foraker;83.538;Website;1,061,630.509;GREEN
10,258.688;08-15-2012 12:39:23;11-14-2012 12:39:23;EARLY;STANDBY;Company 2;Norway;PRODUCT 2;Kathrine Janas;52.42;Personal contact;537,762.859;YELLOW
10,029.879;08-23-2012 01:28:23;12-29-2012 01:28:23;ADVANCED;CONTACTED;Company 3;Brazil;PRODUCT 5;Nita Marling;65.718;Personal contact;659,139.43;YELLOW
9,007.376;08-25-2012 19:18:23;01-03-2013 19:18:23;ADVANCED;SHORT LISTED;Company 6;Germany;PRODUCT 8;Jamie Gilbeau;54.761;Partner;493,251.257;YELLOW
13,472.454;08-01-2012 20:21:23;11-24-2012 20:21:23;ADVANCED;QUALIFIED;Company 3;China;PRODUCT 7;Kathrine Janas;45.487;Lead generation;612,820.181;GREY
11,286.718;08-21-2012 04:02:23;12-24-2012 04:02:23;STANDBY;WIN;Company 5;Saudi Arabia;PRODUCT 2;Julio Burdge;0.527;Reference;5,945.885;RED
11,813.528;08-08-2012 12:16:23;11-20-2012 12:16:23;STANDBY;CONTACTED;Company 5;South Korea;PRODUCT 10;Roxie Foraker;28.78;Lead generation;339,989.978;GREY
10,331.798;08-20-2012 19:22:23;12-19-2012 19:22:23;STANDBY;WIN;Company 4;Mexico;PRODUCT 10;Roxie Foraker;34.739;Reference;358,921.286;GREY
8,547.635;08-19-2012 20:23:23;11-24-2012 20:23:23;STANDBY;VERBAL COMMITMENT;Company 7;China;PRODUCT 7;Neva Hunger;4.839;Website;41,360.468;RED
14,559.284;08-13-2012 05:07:23;12-02-2012 05:07:23;EARLY;VERBAL COMMITMENT;Company 3;Australia;PRODUCT 8;Jerri Preble;53.077;Event;772,763.738;YELLOW
10,380.849;08-15-2012 00:51:23;11-23-2012 00:51:23;EARLY;STANDBY;Company 6;Mexico;PRODUCT 7;Neva Hunger;73.197;Partner;759,844.852;YELLOW
9,880.264;08-16-2012 21:53:23;12-17-2012 21:53:23;ADVANCED;WIN;Company 8;United States;PRODUCT 4;Darryl Innes;69.676;Website;688,412.437;YELLOW
9,736.974;08-11-2012 05:15:23;12-22-2012 05:15:23;EARLY;CONTACTED;Company 3;United States;PRODUCT 10;Julio Burdge;64.797;Event;630,928.807;YELLOW
8,774.8;08-02-2012 15:07:23;11-03-2012 15:07:23;EARLY;CONTACTED;Company 9;Spain;PRODUCT 4;Julio Burdge;4.07;Lead generation;35,715.537;RED
13,775.46;08-19-2012 05:29:23;12-04-2012 05:29:23;ADVANCED;STANDBY;Company 1;Sweden;PRODUCT 3;Jerri Preble;7.257;Customer;99,961.89;RED
14,628.203;08-18-2012 08:10:23;12-23-2012 08:10:23;ADVANCED;SHORT LISTED;Company 5;Japan;PRODUCT 11;Julio Burdge;37.278;Personal contact;545,311.506;GREY
11,421.037;09-04-2012 14:22:23;12-19-2012 14:22:23;ADVANCED;SHORT LISTED;Company 3;United States;PRODUCT 2;Julio Burdge;84.266;Reference;962,410.128;GREEN
9,829.02;09-13-2012 10:58:23;01-16-2013 10:58:23;STANDBY;CONTACTED;Company 1;Switzerland;PRODUCT 8;Julio Burdge;87.02;Reference;855,323.404;GREEN
14,905.064;09-26-2012 04:33:23;02-07-2013 04:33:23;EARLY;SHORT LISTED;Company 5;Mexico;PRODUCT 2;Kathrine Janas;39.137;Website;583,341.223;GREY
13,128.75;09-02-2012 11:30:23;12-24-2012 11:30:23;ADVANCED;STANDBY;Company 7;Sweden;PRODUCT 8;Neva Hunger;52.085;Website;683,816.442;YELLOW
11,318.599;09-11-2012 09:27:23;12-10-2012 09:27:23;EARLY;CONTACTED;Company 5;Turkey;PRODUCT 5;Julio Burdge;72.481;Customer;820,381.256;YELLOW
13,763.274;09-09-2012 15:23:23;01-18-2013 15:23:23;EARLY;STANDBY;Company 2;China;PRODUCT 8;Julio Burdge;75.834;Reference;1,043,727.339;GREEN
9,677.191;09-09-2012 19:44:23;12-29-2012 19:44:23;STANDBY;SHORT LISTED;Company 2;United Kingdom;PRODUCT 8;Nita Marling;84.036;Lead generation;813,234.712;GREEN
9,835.996;09-11-2012 16:21:23;12-12-2012 16:21:23;STANDBY;SHORT LISTED;Company 9;United States;PRODUCT 1;Roxie Foraker;78.844;Website;775,504.994;GREEN
11,997.384;09-04-2012 22:47:23;12-05-2012 22:47:23;ADVANCED;VERBAL COMMITMENT;Company 9;India;PRODUCT 4;Darryl Innes;8.634;Reference;103,579.826;RED
14,462.719;09-15-2012 12:59:23;12-25-2012 12:59:23;ADVANCED;STANDBY;Company 4;Turkey;PRODUCT 3;Roxie Foraker;10.692;Reference;154,634.347;RED
9,884.944;09-27-2012 12:53:23;02-07-2013 12:53:23;EARLY;CONTACTED;Company 4;Mexico;PRODUCT 1;Darryl Innes;96.3;Lead generation;951,918.674;GREEN
12,178.222;09-22-2012 06:22:23;01-23-2013 06:22:23;STANDBY;QUALIFIED;Company 4;Germany;PRODUCT 11;Julio Burdge;70.885;Lead generation;863,258.366;YELLOW
10,134.806;09-10-2012 03:22:23;12-28-2012 03:22:23;EARLY;QUALIFIED;Company 3;Turkey;PRODUCT 5;Nita Marling;86.506;Reference;876,717.365;GREEN
9,104.574;09-15-2012 11:13:24;12-30-2012 11:13:24;STANDBY;LOST;Company 3;Italy;PRODUCT 1;Jerri Preble;48.924;Customer;445,433.769;GREY
8,842.736;09-26-2012 14:33:24;01-24-2013 14:33:24;ADVANCED;SHORT LISTED;Company 6;Sweden;PRODUCT 7;Julio Burdge;26.551;Personal contact;234,785.203;GREY
12,381.147;09-02-2012 13:41:24;01-01-2013 13:41:24;EARLY;VERBAL COMMITMENT;Company 3;Netherlands;PRODUCT 8;Nita Marling;33.51;Customer;414,887.102;GREY
8,528.714;09-22-2012 09:55:24;01-18-2013 09:55:24;ADVANCED;STANDBY;Company 6;United States;PRODUCT 11;Jamie Gilbeau;84.095;Reference;717,219.332;GREEN
12,356.366;09-24-2012 02:06:24;01-15-2013 02:06:24;EARLY;CONTACTED;Company 3;Brazil;PRODUCT 8;Roxie Foraker;40.892;Lead generation;505,276.866;GREY
11,772.037;09-11-2012 17:20:24;01-18-2013 17:20:24;EARLY;QUALIFIED;Company 8;United Kingdom;PRODUCT 2;Roxie Foraker;3.82;Event;44,964.548;RED
13,041.165;09-24-2012 14:20:24;01-16-2013 14:20:24;STANDBY;CONTACTED;Company 7;Russia;PRODUCT 8;Jerri Preble;12.359;Lead generation;161,179.613;RED
8,858.135;09-08-2012 01:39:24;01-02-2013 01:39:24;ADVANCED;LOST;Company 3;Canada;PRODUCT 2;Kathrine Janas;58.244;Personal contact;515,933.267;YELLOW
9,324.17;09-11-2012 11:42:24;12-31-2012 11:42:24;ADVANCED;WIN;Company 2;Saudi Arabia;PRODUCT 11;Darryl Innes;30.866;Event;287,796.205;GREY
11,937.114;09-13-2012 05:45:24;01-12-2013 05:45:24;ADVANCED;CONTACTED;Company 3;Brazil;PRODUCT 4;Neva Hunger;42.67;Partner;509,350.708;GREY
12,448.593;09-20-2012 15:05:24;01-11-2013 15:05:24;STANDBY;LOST;Company 3;Saudi Arabia;PRODUCT 5;Darryl Innes;6.801;Website;84,666.551;RED
13,194.011;09-15-2012 01:02:24;01-20-2013 01:02:24;EARLY;VERBAL COMMITMENT;Company 3;Canada;PRODUCT 5;Julio Burdge;64.271;Website;847,997.573;YELLOW
8,250.854;08-31-2012 21:36:24;01-07-2013 21:36:24;EARLY;VERBAL COMMITMENT;Company 3;United Kingdom;PRODUCT 11;Jamie Gilbeau;82.903;Personal contact;684,020.744;GREEN
10,530.772;09-21-2012 10:53:24;01-17-2013 10:53:24;EARLY;VERBAL COMMITMENT;Company 5;Brazil;PRODUCT 10;Roxie Foraker;75.329;Event;793,275.095;GREEN
12,660.91;09-13-2012 09:48:24;01-25-2013 09:48:24;EARLY;SHORT LISTED;Company 7;Indonesia;PRODUCT 8;Nita Marling;8.305;Website;105,145.863;RED
13,259.946;09-19-2012 03:31:24;01-27-2013 03:31:24;EARLY;DEMO;Company 1;Japan;PRODUCT 4;Roxie Foraker;0.598;Reference;7,929.844;RED
10,964.317;09-18-2012 08:41:24;01-14-2013 08:41:24;ADVANCED;CONTACTED;Company 8;United Kingdom;PRODUCT 2;Kathrine Janas;31.729;Website;347,889.682;GREY
10,310.099;10-26-2012 00:24:24;03-09-2013 00:24:24;EARLY;SHORT LISTED;Company 1;Netherlands;PRODUCT 6;Jerri Preble;8.82;Reference;90,935.685;RED
8,325.998;10-24-2012 13:38:24;02-27-2013 13:38:24;EARLY;WIN;Company 2;United Kingdom;PRODUCT 10;Julio Burdge;63.82;Personal contact;531,367.095;YELLOW
9,442.946;10-14-2012 14:03:24;01-14-2013 14:03:24;STANDBY;LOST;Company 1;Poland;PRODUCT 1;Darryl Innes;78.377;Lead generation;740,113.444;GREEN
13,075.737;10-05-2012 20:45:24;01-30-2013 20:45:24;EARLY;CONTACTED;Company 5;Mexico;PRODUCT 8;Kathrine Janas;58.615;Reference;766,435.55;YELLOW
10,982.204;10-06-2012 08:57:24;02-01-2013 08:57:24;EARLY;STANDBY;Company 9;Turkey;PRODUCT 5;Kathrine Janas;7.085;Personal contact;77,808.267;RED
12,255.387;10-13-2012 18:43:24;01-30-2013 18:43:24;EARLY;STANDBY;Company 1;Canada;PRODUCT 6;Neva Hunger;64.158;Lead generation;786,286.562;YELLOW
10,554.162;10-02-2012 02:02:24;01-03-2013 02:02:24;EARLY;LOST;Company 5;Poland;PRODUCT 7;Nita Marling;16.124;Event;170,177.399;RED
12,927.805;10-07-2012 09:11:24;02-06-2013 09:11:24;EARLY;WIN;Company 4;Mexico;PRODUCT 8;Kathrine Janas;92.256;Website;1,192,667.698;GREEN
13,339.966;10-14-2012 08:57:24;01-18-2013 08:57:24;EARLY;QUALIFIED;Company 7;China;PRODUCT 7;Julio Burdge;98.118;Event;1,308,884.899;GREEN
12,747.495;10-27-2012 00:55:24;03-02-2013 00:55:24;EARLY;QUALIFIED;Company 8;Sweden;PRODUCT 10;Darryl Innes;57.369;Personal contact;731,315.344;YELLOW
14,339.631;10-23-2012 07:31:24;02-16-2013 07:31:24;EARLY;STANDBY;Company 9;Australia;PRODUCT 2;Roxie Foraker;59.343;Event;850,961.072;YELLOW
8,292.978;10-14-2012 00:28:24;01-16-2013 00:28:24;EARLY;WIN;Company 4;United Kingdom;PRODUCT 2;Kathrine Janas;34.651;Lead generation;287,360.61;GREY
11,147.768;10-25-2012 18:47:24;03-08-2013 18:47:24;STANDBY;STANDBY;Company 7;Japan;PRODUCT 2;Neva Hunger;6.091;Website;67,902.893;RED
9,660.873;10-27-2012 07:17:24;03-02-2013 07:17:24;ADVANCED;SHORT LISTED;Company 3;China;PRODUCT 7;Nita Marling;87.121;Partner;841,663.68;GREEN
10,741.022;10-15-2012 21:03:24;01-29-2013 21:03:24;ADVANCED;DEMO;Company 9;South Korea;PRODUCT 4;Kathrine Janas;25.159;Personal contact;270,228.829;GREY
8,821.708;10-07-2012 07:43:24;01-30-2013 07:43:24;ADVANCED;WIN;Company 5;United Kingdom;PRODUCT 10;Nita Marling;11.982;Customer;105,700.813;RED
12,777.245;10-21-2012 05:36:24;01-25-2013 05:36:24;ADVANCED;WIN;Company 7;Germany;PRODUCT 5;Jamie Gilbeau;8.487;Customer;108,446.743;RED
10,237.441;10-21-2012 15:58:24;02-26-2013 15:58:24;ADVANCED;WIN;Company 7;Mexico;PRODUCT 5;Darryl Innes;56.078;Event;574,095.204;YELLOW
14,906.372;10-08-2012 05:29:24;02-19-2013 05:29:24;ADVANCED;LOST;Company 4;Italy;PRODUCT 11;Roxie Foraker;71.942;Personal contact;1,072,391.912;YELLOW
8,240.699;10-01-2012 08:33:24;01-14-2013 08:33:24;STANDBY;LOST;Company 1;United Kingdom;PRODUCT 7;Nita Marling;50.491;Customer;416,085.069;YELLOW
8,593.025;10-03-2012 01:32:24;02-08-2013 01:32:24;STANDBY;DEMO;Company 3;Sweden;PRODUCT 4;Neva Hunger;18.226;Website;156,613.603;RED
12,675.74;10-12-2012 00:49:24;02-13-2013 00:49:24;ADVANCED;QUALIFIED;Company 4;China;PRODUCT 3;Kathrine Janas;14.282;Event;181,028.715;RED
10,950.833;10-26-2012 13:50:24;03-03-2013 13:50:24;ADVANCED;VERBAL COMMITMENT;Company 3;India;PRODUCT 8;Neva Hunger;93.942;Website;1,028,740.632;GREEN
14,301.135;10-05-2012 18:34:24;01-05-2013 18:34:24;ADVANCED;SHORT LISTED;Company 1;Brazil;PRODUCT 8;Neva Hunger;77.363;Website;1,106,380.863;GREEN
10,088.469;10-10-2012 22:34:24;02-05-2013 22:34:24;STANDBY;DEMO;Company 9;South Korea;PRODUCT 6;Darryl Innes;90.791;Personal contact;915,943.467;GREEN
12,454.164;10-24-2012 02:19:24;02-27-2013 02:19:24;STANDBY;VERBAL COMMITMENT;Company 2;Brazil;PRODUCT 4;Kathrine Janas;72.527;Reference;903,263.138;YELLOW
9,467.412;10-22-2012 07:06:24;01-31-2013 07:06:24;ADVANCED;LOST;Company 7;Russia;PRODUCT 8;Jerri Preble;40.913;Customer;387,338.126;GREY
10,476.933;10-18-2012 21:57:24;03-01-2013 21:57:24;STANDBY;QUALIFIED;Company 8;South Korea;PRODUCT 10;Nita Marling;46.599;Reference;488,219.574;GREY
13,771.417;10-03-2012 12:03:24;01-31-2013 12:03:24;ADVANCED;QUALIFIED;Company 2;United States;PRODUCT 11;Julio Burdge;56.364;Partner;776,218.936;YELLOW
10,404.21;10-07-2012 22:40:24;01-10-2013 22:40:24;EARLY;VERBAL COMMITMENT;Company 6;Russia;PRODUCT 6;Neva Hunger;40.744;Partner;423,906.259;GREY
8,787.715;11-08-2012 10:00:24;03-15-2013 10:00:24;ADVANCED;VERBAL COMMITMENT;Company 4;Germany;PRODUCT 4;Neva Hunger;62.744;Partner;551,375.85;YELLOW
10,412.979;11-25-2012 09:07:24;03-18-2013 09:07:24;STANDBY;STANDBY;Company 3;Italy;PRODUCT 2;Darryl Innes;89.901;Reference;936,138.725;GREEN
8,799.925;11-25-2012 04:15:24;03-05-2013 04:15:24;ADVANCED;CONTACTED;Company 9;Indonesia;PRODUCT 7;Neva Hunger;76.951;Personal contact;677,158.886;GREEN
8,533.715;11-07-2012 10:39:24;02-15-2013 10:39:24;STANDBY;QUALIFIED;Company 3;Netherlands;PRODUCT 8;Jerri Preble;91.374;Partner;779,755.733;GREEN
13,992.688;11-27-2012 06:45:24;03-05-2013 06:45:24;EARLY;VERBAL COMMITMENT;Company 9;Sweden;PRODUCT 8;Nita Marling;79.088;Event;1,106,652.21;GREEN
9,123.372;11-18-2012 14:19:24;03-26-2013 14:19:24;STANDBY;LOST;Company 2;Turkey;PRODUCT 8;Neva Hunger;92.546;Customer;844,330.721;GREEN
14,368.013;11-14-2012 04:49:24;03-06-2013 04:49:24;ADVANCED;CONTACTED;Company 7;Germany;PRODUCT 3;Jerri Preble;28.507;Lead generation;409,588.717;GREY
14,600.1;11-04-2012 00:37:24;02-03-2013 00:37:24;STANDBY;VERBAL COMMITMENT;Company 2;Belgium;PRODUCT 1;Neva Hunger;47.75;Reference;697,151.882;GREY
8,673.357;10-31-2012 19:08:24;03-10-2013 19:08:24;EARLY;DEMO;Company 4;Netherlands;PRODUCT 1;Kathrine Janas;73.99;Event;641,739.612;YELLOW
12,939.668;11-01-2012 12:23:24;01-30-2013 12:23:24;STANDBY;STANDBY;Company 1;Indonesia;PRODUCT 2;Darryl Innes;94.267;Reference;1,219,789.266;GREEN
13,841.403;11-23-2012 22:46:24;03-25-2013 22:46:24;ADVANCED;WIN;Company 3;Sweden;PRODUCT 11;Jamie Gilbeau;8.074;Website;111,749.332;RED
13,433.615;11-11-2012 15:05:24;03-13-2013 15:05:24;EARLY;WIN;Company 3;Canada;PRODUCT 8;Jerri Preble;97.476;Website;1,309,458.429;GREEN
12,441.575;11-07-2012 01:14:24;03-03-2013 01:14:24;STANDBY;VERBAL COMMITMENT;Company 6;Canada;PRODUCT 3;Kathrine Janas;15.516;Personal contact;193,043.849;RED
8,209.118;11-13-2012 12:56:24;02-11-2013 12:56:24;ADVANCED;SHORT LISTED;Company 8;Japan;PRODUCT 7;Jamie Gilbeau;15.134;Event;124,239.015;RED
9,643.262;11-03-2012 08:13:24;02-13-2013 08:13:24;STANDBY;WIN;Company 7;Norway;PRODUCT 11;Neva Hunger;65.901;Lead generation;635,498.328;YELLOW
10,010.576;11-12-2012 23:12:24;02-24-2013 23:12:24;STANDBY;STANDBY;Company 6;Brazil;PRODUCT 8;Julio Burdge;30.806;Customer;308,385.284;GREY
14,190.762;11-11-2012 16:07:24;02-27-2013 16:07:24;STANDBY;VERBAL COMMITMENT;Company 7;Spain;PRODUCT 8;Roxie Foraker;0.383;Partner;5,441.799;RED
8,742.915;11-18-2012 20:33:24;03-09-2013 20:33:24;ADVANCED;SHORT LISTED;Company 4;Poland;PRODUCT 5;Nita Marling;6.429;Partner;56,205.749;RED
9,889.946;11-24-2012 04:19:24;03-14-2013 04:19:24;EARLY;CONTACTED;Company 7;Canada;PRODUCT 11;Kathrine Janas;62.579;Reference;618,901.523;YELLOW
11,276.611;11-07-2012 16:22:24;02-11-2013 16:22:24;ADVANCED;WIN;Company 3;Poland;PRODUCT 3;Jamie Gilbeau;4.02;Lead generation;45,333.784;RED
12,106.643;11-17-2012 00:39:24;03-15-2013 00:39:24;ADVANCED;WIN;Company 7;Sweden;PRODUCT 2;Julio Burdge;23.588;Partner;285,572.237;RED
14,014.432;11-26-2012 14:08:24;03-04-2013 14:08:24;EARLY;SHORT LISTED;Company 4;Belgium;PRODUCT 1;Julio Burdge;26.526;Reference;371,743.294;GREY
9,776.739;11-07-2012 01:16:24;02-07-2013 01:16:24;STANDBY;STANDBY;Company 5;France;PRODUCT 8;Jamie Gilbeau;51.167;Event;500,243.975;YELLOW
9,719.9;11-23-2012 02:02:24;03-26-2013 02:02:24;STANDBY;VERBAL COMMITMENT;Company 5;China;PRODUCT 11;Kathrine Janas;27.807;Website;270,283.957;GREY
13,427.998;11-09-2012 02:49:24;03-09-2013 02:49:24;EARLY;WIN;Company 6;United States;PRODUCT 4;Nita Marling;73.034;Lead generation;980,698.443;YELLOW
11,107.468;11-15-2012 01:33:24;02-22-2013 01:33:24;EARLY;VERBAL COMMITMENT;Company 3;United Kingdom;PRODUCT 6;Jerri Preble;41.772;Lead generation;463,979.931;GREY
9,713.6;11-03-2012 15:04:24;02-26-2013 15:04:24;EARLY;WIN;Company 7;Saudi Arabia;PRODUCT 4;Julio Burdge;84.321;Lead generation;819,059.306;GREEN
10,694.419;11-17-2012 06:25:24;03-30-2013 06:25:24;EARLY;VERBAL COMMITMENT;Company 2;Brazil;PRODUCT 7;Roxie Foraker;80.642;Lead generation;862,416.366;GREEN
14,957.399;11-02-2012 05:53:24;02-05-2013 05:53:24;ADVANCED;CONTACTED;Company 8;Switzerland;PRODUCT 6;Roxie Foraker;49.162;Reference;735,334.286;GREY
13,414.486;11-09-2012 05:58:24;02-07-2013 05:58:24;EARLY;WIN;Company 2;Norway;PRODUCT 2;Jerri Preble;52.364;Reference;702,438.421;YELLOW
14,210.9;12-05-2012 14:29:24;03-21-2013 14:29:24;STANDBY;VERBAL COMMITMENT;Company 5;Canada;PRODUCT 8;Jamie Gilbeau;46.424;Personal contact;659,729.047;GREY
12,493.181;12-16-2012 02:03:24;03-29-2013 02:03:24;STANDBY;LOST;Company 9;Australia;PRODUCT 8;Julio Burdge;47.163;Reference;589,213.808;GREY
13,321.952;12-13-2012 16:20:24;03-24-2013 16:20:24;EARLY;DEMO;Company 1;United Kingdom;PRODUCT 1;Jerri Preble;9.579;Lead generation;127,613.727;RED
10,084.858;12-13-2012 02:01:24;03-13-2013 02:01:24;STANDBY;VERBAL COMMITMENT;Company 3;Canada;PRODUCT 3;Neva Hunger;43.229;Customer;435,958.258;GREY
11,515.166;12-13-2012 23:10:24;03-25-2013 23:10:24;STANDBY;CONTACTED;Company 4;Poland;PRODUCT 8;Darryl Innes;10.715;Customer;123,383.213;RED
9,171.479;12-01-2012 16:51:24;03-23-2013 16:51:24;ADVANCED;STANDBY;Company 2;Japan;PRODUCT 8;Nita Marling;81.554;Website;747,968.976;GREEN
9,984.043;12-25-2012 21:30:24;04-25-2013 21:30:24;EARLY;SHORT LISTED;Company 8;Turkey;PRODUCT 10;Kathrine Janas;38.688;Personal contact;386,257.948;GREY
8,223.109;12-11-2012 00:02:24;03-22-2013 00:02:24;STANDBY;DEMO;Company 5;Japan;PRODUCT 8;Jamie Gilbeau;59.901;Reference;492,572.824;YELLOW
10,994.826;12-02-2012 00:13:24;03-19-2013 00:13:24;ADVANCED;CONTACTED;Company 8;Brazil;PRODUCT 8;Kathrine Janas;21.415;Website;235,459.504;RED
9,120.126;12-24-2012 22:22:24;04-12-2013 22:22:24;STANDBY;WIN;Company 8;Norway;PRODUCT 2;Jerri Preble;95.921;Customer;874,807.596;GREEN
11,002.075;12-19-2012 19:03:24;03-30-2013 19:03:24;STANDBY;STANDBY;Company 8;Germany;PRODUCT 6;Darryl Innes;42.312;Lead generation;465,524.093;GREY
13,837.153;12-06-2012 23:42:24;03-27-2013 23:42:24;ADVANCED;STANDBY;Company 7;Belgium;PRODUCT 11;Roxie Foraker;9.402;Event;130,100.109;RED
12,275.948;12-25-2012 03:15:24;03-29-2013 03:15:24;ADVANCED;LOST;Company 7;Canada;PRODUCT 7;Jerri Preble;0.862;Personal contact;10,579.099;RED
13,388.702;11-30-2012 06:51:24;03-09-2013 06:51:24;STANDBY;WIN;Company 4;United Kingdom;PRODUCT 8;Jerri Preble;73.671;Event;986,354.845;YELLOW
14,541.214;12-03-2012 02:02:24;03-12-2013 02:02:24;EARLY;VERBAL COMMITMENT;Company 5;South Korea;PRODUCT 5;Nita Marling;67.332;Reference;979,087.98;YELLOW
14,536.542;12-19-2012 00:53:24;03-27-2013 00:53:24;ADVANCED;VERBAL COMMITMENT;Company 7;Brazil;PRODUCT 8;Julio Burdge;86.121;Event;1,251,894.9;GREEN
11,127.981;12-05-2012 06:35:24;03-21-2013 06:35:24;STANDBY;WIN;Company 4;Belgium;PRODUCT 6;Jerri Preble;81.632;Partner;908,393.934;GREEN
9,758.789;12-22-2012 07:24:24;04-11-2013 07:24:24;EARLY;QUALIFIED;Company 3;Germany;PRODUCT 8;Darryl Innes;7.892;Partner;77,019.535;RED
14,134.133;12-08-2012 03:08:24;04-04-2013 03:08:24;STANDBY;SHORT LISTED;Company 1;Indonesia;PRODUCT 8;Kathrine Janas;46.306;Website;654,492.398;GREY
12,980.704;12-14-2012 09:07:24;03-28-2013 09:07:24;STANDBY;LOST;Company 4;Canada;PRODUCT 5;Jamie Gilbeau;22.689;Personal contact;294,519.056;RED
14,099.501;12-03-2012 11:27:24;03-15-2013 11:27:24;ADVANCED;VERBAL COMMITMENT;Company 8;Norway;PRODUCT 3;Nita Marling;63.673;Partner;897,764.367;YELLOW
10,567.221;12-05-2012 09:30:24;04-17-2013 09:30:24;EARLY;SHORT LISTED;Company 1;Japan;PRODUCT 4;Nita Marling;64.733;Website;684,048.735;YELLOW
10,691.746;12-11-2012 20:12:24;04-24-2013 20:12:24;STANDBY;WIN;Company 6;Australia;PRODUCT 2;Jamie Gilbeau;67.104;Lead generation;717,460.392;YELLOW
13,077.186;12-26-2012 12:59:24;05-01-2013 12:59:24;EARLY;QUALIFIED;Company 5;Poland;PRODUCT 3;Kathrine Janas;65.864;Reference;861,322.246;YELLOW
12,903.953;12-07-2012 01:36:24;04-12-2013 01:36:24;STANDBY;STANDBY;Company 2;Poland;PRODUCT 8;Roxie Foraker;96.436;Reference;1,244,410.062;GREEN
8,279.32;12-06-2012 13:20:24;04-03-2013 13:20:24;EARLY;LOST;Company 1;India;PRODUCT 5;Jerri Preble;71.779;Website;594,280.632;YELLOW
12,263.959;12-07-2012 15:43:24;03-20-2013 15:43:24;STANDBY;STANDBY;Company 8;Netherlands;PRODUCT 2;Jerri Preble;67.536;Website;828,263.451;YELLOW
14,929.897;12-08-2012 00:13:24;04-07-2013 00:13:24;ADVANCED;WIN;Company 5;Mexico;PRODUCT 10;Julio Burdge;77.407;Lead generation;1,155,675.67;GREEN
9,555.388;12-08-2012 00:09:24;04-17-2013 00:09:24;STANDBY;LOST;Company 1;South Korea;PRODUCT 3;Neva Hunger;85.998;Website;821,740.195;GREEN
9,812.143;12-13-2012 17:04:24;03-30-2013 17:04:24;EARLY;DEMO;Company 5;Netherlands;PRODUCT 8;Jerri Preble;31.433;Event;308,425.953;GREY
14,550.409;01-17-2013 10:49:24;04-19-2013 10:49:24;ADVANCED;LOST;Company 5;Spain;PRODUCT 6;Julio Burdge;54.98;Lead generation;799,985.096;YELLOW
11,537.35;01-20-2013 13:55:24;04-27-2013 13:55:24;STANDBY;QUALIFIED;Company 3;India;PRODUCT 6;Neva Hunger;59.957;Website;691,749.556;YELLOW
8,254.211;01-03-2013 01:04:24;05-06-2013 01:04:24;EARLY;LOST;Company 4;Switzerland;PRODUCT 3;Roxie Foraker;27.192;Website;224,451.351;GREY
9,607.718;01-13-2013 06:02:24;05-13-2013 06:02:24;ADVANCED;CONTACTED;Company 6;United Kingdom;PRODUCT 3;Roxie Foraker;59.295;Customer;569,689.918;YELLOW
11,161.203;01-17-2013 07:33:24;05-20-2013 07:33:24;STANDBY;QUALIFIED;Company 3;Norway;PRODUCT 7;Roxie Foraker;51.011;Partner;569,339.725;YELLOW
8,240.904;01-21-2013 19:18:24;05-03-2013 19:18:24;EARLY;WIN;Company 7;Spain;PRODUCT 2;Darryl Innes;7.918;Website;65,254.727;RED
9,022.921;12-31-2012 18:01:24;04-13-2013 18:01:24;ADVANCED;LOST;Company 6;United Kingdom;PRODUCT 10;Darryl Innes;60.742;Website;548,074.256;YELLOW
13,456.295;01-19-2013 21:39:24;04-19-2013 21:39:24;EARLY;LOST;Company 3;Australia;PRODUCT 4;Julio Burdge;47.539;Event;639,702.195;GREY
